pr_id,pr_title,pr_repo,ALG/FUNC,Module,RootCause,Semantic,SubComponent,Symptom,Syntactic,iSemantic,DIAction,DSAction
1003,fix(traffic_light_ssd_fine_detector): fix package missing without CUDA,autowarefoundation/autoware.universe,,PERCEPTION,DEP,BUILD,TRAFFIC_LIGHT_SSD_FINE_DETECTOR,BUILD,NV,"EA, CEM, DU, BCE",,
1005,fix(behavior_path_planner): unsafe mutex operation,autowarefoundation/autoware.universe,BEHAVIOR_PATH_PLANNER,PLANNING,CONC,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,SS,MC,"PPO, CC, SME, SPE",,"ENHANCE_SAFETY_FEATURES, CHANGE/RESCHEDULE_PROCESS"
1013,docs(merge_from_private): fix merge_from_private design image,autowarefoundation/autoware.universe,,PLANNING,DOC,DOCUMENTATION,BEHAVIOR_VELOCITY_PLANNER,DOC,DOC,DUC,,
1017,fix: plot for mpc,autowarefoundation/autoware.universe,,CONTROL,CONFIG,PARAMETER,TRAJECTORY_FOLLOWER,DGUI,NV,"PPO, CEM",,
1024,fix(tier4_perception_launch): add missing dependencies in package.xml,autowarefoundation/autoware.universe,,PERCEPTION,DEP,"DEP, PARAMETER",,LAU,NV,"EA, DU, CEM",ADD/REMOVE_DEPENDENCY,
1025,docs(simulator): fixed simple_planning_simulator table,autowarefoundation/autoware.universe,,SIMULATOR,DOC,DOCUMENTATION,SIMPLE_PLANNING_SIMULATOR,DOC,DOC,DUC,,
1029,fix: stop_line visualization,autowarefoundation/autoware.universe,STOP_LINE,PLANNING,MCC,"STOP_LINE, DEBUG_TOOLS, VISUALIZATION",BEHAVIOR_VELOCITY_PLANNER,DGUI,"IF, MC","PPO, UIA",,"ADD_CONDITION_LOGIC, CHANGE/ADD_GUI_PROPERTY/ELEMENTS, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, ADJUST_STOP_LINE_MODULE"
1035,fix(behavior_path_planner): get accurate drivable area,autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,LPN,"MC, LV, AS","PPO, DFC, SME",,ADJUST_DRIVABLE_AREA
1040,fix(tier4_debug_tools): fix unnecessary use of map,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,ASSI,"SCRIPT, DEBUG_CHANGE",TIER4_DEBUG_TOOLS,UN,"AS, MC","MII, DTI, EHR",,"ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, OPTIMIZE_SCRIPT_TOOLS"
1043,fix(lanelet2_extension): remove unnecessary error message,autowarefoundation/autoware.universe,,MAP,ALG,"MAP_TOOLS, LOG_SYSTEM",LANELET2_EXTENSION,IO,SQ,"SAR, EHR",REORDER_STATEMENT,
1044,fix(obstacle_avoidance_planner): fix calcVelocity zeo velocity insertion,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ALG,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,SVC,"MC, LV, AS, IF, RT","PPO, DFC",,"ADJUST_VELOCITY/SPEED_CONTROL, MODIFY_AVOIDANCE_PROCESSING"
1047,fix(tier4_autoware_api_launch): typo,autowarefoundation/autoware.universe,,SYSTEM,CONFIG,"TYPO_CORRECTING, PARAMETER",,LAU,NV,"MII, CEM",FIX_TYPO,
1052,fix(behavior_velocity): use pose for min velocity if the object is stopped,autowarefoundation/autoware.universe,RUN_OUT,PLANNING,MCC,"RUN_OUT, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,SVC,"AS, IF, MC","PPO, DFC",,"ADD_CONDITION_LOGIC, ADJUST_VELOCITY/SPEED_CONTROL, ADJUST_RUN_OUT_MODULE"
1055,fix(behavior_path_planner): remove min max shift limit,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ALG,"AVOIDANCE_SCENARIO, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,OP,"AS, MC","PPO, DFC",,MODIFY_AVOIDANCE_PROCESSING
1057,fix(map_based_prediction): fix reversed vehicle prediction,autowarefoundation/autoware.universe,MAP_BASED_PREDICTION,PREDICTION,ICL,MAP_BASED_PREDICTION,MAP_BASED_PREDICTION,LPN,"IF, LV","PAE, DFC",,"CHANGE_CONDITION_LOGIC, MODIFY_OBJECT_PREDICTION/PLANNING"
1065,docs(behavior_velocity): fix link error,autowarefoundation/autoware.universe,,PLANNING,DOC,DOCUMENTATION,BEHAVIOR_VELOCITY_PLANNER,DOC,DOC,DUC,,
1067,fix(behavior_velocity): remove inserting ego point in smoothPath,autowarefoundation/autoware.universe,,PLANNING,ALG,BEHAVIOR_VELOCITY_PLANNER,BEHAVIOR_VELOCITY_PLANNER,TRAJ,"IF, LV, MC, AS","PPO, DFC",,MODIFY_TRAJECTORY_SMOOTHER
1070,fix(obstacle_avoidance_planner): empty points handling,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MCC,"OBSTACLE_AVOIDANCE_PLANNER, AVOIDANCE_SCENARIO",BEHAVIOR_PATH_PLANNER,OP,"IF, RT","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
1072,fix(obstacle_avoidance_planner): add error handling of empty reference point,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MCC,"MPT_OPTIMIZER, AVOIDANCE_SCENARIO, OBSTACLE_AVOIDANCE_PLANNER",BEHAVIOR_PATH_PLANNER,CRASHES,"IF, RT","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING, MODIFY_MPT_OPTIMIZER, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS"
1083,fix(obstacle_cruise_planner): use absolute value in lateraloffset to filter on obstacles,autowarefoundation/autoware.universe,,PLANNING,ICL,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,OP,"IF, MC","PPO, DFC",,"CHANGE_CONDITION_LOGIC, ADJUST_OBSTACLE_CRUISE_PLANNER"
1085,fix(tier4_state_rviz_plugin): qos,autowarefoundation/autoware.universe,AUTOWARE_STATE_PANEL,UTILITIES & TOOLS,EXTER-API,RVIZ_PLUGIN,TIER4_STATE_RVIZ_PLUGIN,IO,"MC, AS","MII, SME, DFC",,"FIX_API_MISUSE, CHANGE/ADD_GUI_PROPERTY/ELEMENTS"
1095,fix(behavior_velocity_limit): update velocity limit qos (to TransientLodal),autowarefoundation/autoware.universe,,PLANNING,INTER-API,BEHAVIOR_VELOCITY_PLANNER,BEHAVIOR_VELOCITY_PLANNER,SVC,"AS, MC","PPO, DFC",,"ADJUST_VELOCITY/SPEED_CONTROL, FIX_API_MISUSE"
1098,fix(route_handler): dereference to null cause avoidance module crash,autowarefoundation/autoware.universe,ROUTE_HANDLER,PLANNING,MCC,"ROUTE_HANDLER, AVOIDANCE_SCENARIO",ROUTE_HANDLER,CRASHES,"IF, LOOP","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, MODIFY_ROUTE_HANDLER, MODIFY_AVOIDANCE_PROCESSING"
1108,fix(behavior_velocity_planner): keep FINALIZED state in vtl module,autowarefoundation/autoware.universe,VIRTUAL_TRAFFIC_LIGHT,PLANNING,ICL,"VIRTUAL_TRAFFIC_LIGHT, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,STOP,IF,"PPO, SME",,"CHANGE_CONDITION_LOGIC, ADJUST_STOP/PARK_CONTROL, ADJUST_TRAFFIC_SIGNAL_PROCESSING"
1132,fix(emergency_handler): publish gear,autowarefoundation/autoware.universe,EMERGENCY_HANDLER,SYSTEM,ICL,EMERGENCY_HANDLER,EMERGENCY_HANDLER,IO,"IF, AS","MII, DFC, CPR",,"CHANGE_CONDITION_LOGIC, MODIFY_EMERGENCY_MODE, ADJUST_MESSAGE/ADS_COMMUNICATION"
1141,fix(intersection_module): fix target vehicle type,autowarefoundation/autoware.universe,SCENE_INTERSECTION,PLANNING,ICL,INTERSECTION,BEHAVIOR_VELOCITY_PLANNER,OP,IF,"PPO, SME",,"CHANGE_CONDITION_LOGIC, ADJUST_INTERSECTION_PROCESSING"
1143,chore(behavior_path_planner): fix spelling error,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,SNT,"AVOIDANCE_SCENARIO, TYPO_CORRECTING",BEHAVIOR_PATH_PLANNER,OT,"LV, MC","PPO, IC",,ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION
1166,fix(dummy_perception_publisher): independent of pointcloud from detection_successful_rate,autowarefoundation/autoware.universe,,SIMULATOR,ALG,"ADS_COMMUNICATION, TEST_RELATED",DUMMY_PERCEPTION_PUBLISHER,IO,"LV, IF, MC","EA, DFC, SME, SPO, CPR",,"MODIFY_SIMULATION_VISUALIZATION, ADJUST_MESSAGE/ADS_COMMUNICATION"
1169,fix(ad_service_state_monitor): add missing vector map input,autowarefoundation/autoware.universe,,HMI,CONFIG,PARAMETER,AD_SERVICE_STATE_MONITOR,LAU,NV,"MII, DFC, CEM",,
1172,perf: intersection remove debug verbose,autowarefoundation/autoware.universe,SCENE_INTERSECTION,PLANNING,ALG,"INTERSECTION, DEBUG_CHANGE",BEHAVIOR_VELOCITY_PLANNER,IO,"LV, IF, RT, MC","PPO, DTI",,"ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, ADJUST_INTERSECTION_PROCESSING"
1175,fix(simple_planning_simlator): keep alive tf,autowarefoundation/autoware.universe,SIMPLE_PLANNING_SIMULATOR,SIMULATOR,DATA,"SIMULATOR, DNN_RELATED",SIMPLE_PLANNING_SIMULATOR,CRASHES,MD,"SPO, SME, EHR",,MODIFY_SIMULATION_VISUALIZATION
1180,fix(behavior_velocity_planner): fix safety status in intersection module,autowarefoundation/autoware.universe,SCENE_INTERSECTION,PLANNING,INTER-API,INTERSECTION,BEHAVIOR_VELOCITY_PLANNER,SS,MC,"PPO, SME, SPE",,"ENHANCE_SAFETY_FEATURES, ADJUST_INTERSECTION_PROCESSING, FIX_API_MISUSE"
1183,fix(behavior_velocity): avoid zero division in pcl,autowarefoundation/autoware.universe,RUN_OUT,PLANNING,MCC,"RUN_OUT, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,CRASHES,"IF, RT","PPO, DFC, EHR",,"ADD_CONDITION_LOGIC, ADJUST_RUN_OUT_MODULE"
1193,fix(behavior_path_planenr): fix insertStopPoint,autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,STOP,"IF, MC, RT","PPO, DFC",,ADJUST_STOP/PARK_CONTROL
1220,fix(behavior_velocity): don't insert a stop point ahead of the goal,autowarefoundation/autoware.universe,RUN_OUT,PLANNING,MCC,"RUN_OUT, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,STOP,"IF, MC, RT, AS, LV","PPO, DFC",,"ADD_CONDITION_LOGIC, ADJUST_STOP/PARK_CONTROL, ADJUST_RUN_OUT_MODULE"
1224,fix(tier4_localization_launch): remove unnecessary param from pose_twist_fusion_filter.launch,autowarefoundation/autoware.universe,,LOCALIZATION,CONFIG,PARAMETER,,LAU,NV,"SAR, DFC, CEM",,
1226,fix(obstacle_cruise_planner): unknown collision calculation,autowarefoundation/autoware.universe,POLYGON_UTILS,PLANNING,ALG,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,OP,"MD, LOOP, MC, LV","PPO, DFC",,"ENHANCE_SAFETY_FEATURES, ADJUST_OBSTACLE_CRUISE_PLANNER"
1232,fix(radar_tracks_msgs_converter): fix readme,autowarefoundation/autoware.universe,,PERCEPTION,DOC,DOCUMENTATION,RADAR_TRACKS_MSGS_CONVERTER,DOC,DOC,DUC,,
1235,fix(tier4_autoware_api_launch): add group tag,autowarefoundation/autoware.universe,,SYSTEM,DEP,"PARAMETER, DEP",,LAU,NV,"MII, DU, CEM",,
1240,fix(tier4_system_launch): add group tag,autowarefoundation/autoware.universe,,SYSTEM,CONFIG,PARAMETER,,LAU,NV,"MII, CEM",,
1245,fix(behavior_velocity): add guard for empty stop pose,autowarefoundation/autoware.universe,STOP_LINE,PLANNING,MCC,"DEBUG_TOOLS, STOP_LINE, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,CRASHES,"IF, RT","PPO, DTI, EHR",,"ADD_CONDITION_LOGIC, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, ADJUST_STOP_LINE_MODULE"
1262,fix: change codec of mp4 to h264,autowarefoundation/autoware.universe,SCREEN_CAPTURE_PANEL,UTILITIES & TOOLS,INTER-API,RVIZ_PLUGIN,TIER4_SCREEN_CAPTURE_RVIZ_PLUGIN,IO,"AS, MC","MII, IC, DU",,"FIX_API_MISUSE, CHANGE/ADD_GUI_PROPERTY/ELEMENTS"
1264,fix(obstacle_avoidance_planner): fix node dying bug,autowarefoundation/autoware.universe,,PLANNING,MCC,AVOIDANCE_SCENARIO,OBSTACLE_AVOIDANCE_PLANNER,CRASHES,"IF, MC, RT","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
1270,fix(run_out): fix uninitialized ptr,autowarefoundation/autoware.universe,RUN_OUT,PLANNING,DATA,RUN_OUT,BEHAVIOR_VELOCITY_PLANNER,CRASHES,LV,"PPO, SME, EHR",,"ADJUST_RUN_OUT_MODULE, UPDATE_DATA_VALUES/CALCULATION"
1277,fix(behavior_path_planner): erase overlapping shiftpoints,autowarefoundation/autoware.universe,SIDE_SHIFT,PLANNING,ALG,"SIDE_SHIFT, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,TRAJ,"MC, IF, LV, RT","PPO, DFC",,MODIFY_SIDE_SHIFT
1283,fix(behavior_velocity): fix intersection last point,autowarefoundation/autoware.universe,SCENE_INTERSECTION,PLANNING,SNT,INTERSECTION,BEHAVIOR_VELOCITY_PLANNER,CRASHES,"IF, MC, LV","PPO, EHR, DFC",,"ADJUST_INTERSECTION_PROCESSING, FIX_API_MISUSE"
1287,fix(behavior_velocity_crosswalk): fix segfo at crosswalk is empty case,autowarefoundation/autoware.universe,SCENE_CROSSWALK,PLANNING,MCC,CROSSWALK,BEHAVIOR_VELOCITY_PLANNER,CRASHES,"LOOP, IF","PPO, DFC, EHR",,"ADD_CONDITION_LOGIC, MODIFY_CROSSWALK_PROCESSING"
1289,fix(behavior_velocity_planner): guard empty points,autowarefoundation/autoware.universe,,PLANNING,MCC,BEHAVIOR_VELOCITY_PLANNER,BEHAVIOR_VELOCITY_PLANNER,CRASHES,"IF, RT","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, ENHANCE_SAFETY_FEATURES"
1290,fix(behavior_velocity_planner): fix calculation for stop distance,autowarefoundation/autoware.universe,SCENE_CROSSWALK,PLANNING,EXTER-API,"CROSSWALK, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,STOP,MC,"PPO, DFC",,"ADJUST_STOP/PARK_CONTROL, MODIFY_CROSSWALK_PROCESSING, FIX_API_MISUSE"
1291,fix(obstacle_cruise_plannner): fix node dying bug,autowarefoundation/autoware.universe,,PLANNING,MCC,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,CRASHES,"IF, SQ","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, MOVE_STATEMENTS, ADJUST_OBSTACLE_CRUISE_PLANNER"
1300,fix(behavior_velocity): fix segfo at for unstable subscriber,autowarefoundation/autoware.universe,,PLANNING,MCC,BEHAVIOR_VELOCITY_PLANNER,BEHAVIOR_VELOCITY_PLANNER,CRASHES,"IF, LOOP","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, ADJUST_MESSAGE/ADS_COMMUNICATION"
1306,fix(image_projection_based_fusion): fix build for environments without CUDA,autowarefoundation/autoware.universe,,PERCEPTION,CONFIG,BUILD,IMAGE_PROJECTION_BASED_FUSION,BUILD,NV,"EA, BCE, CEM",,
1309,fix: stop for wrong-way car,autowarefoundation/autoware.universe,,PLANNING,ICL,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,STOP,IF,"PPO, DFC",,"CHANGE_CONDITION_LOGIC, ADJUST_STOP/PARK_CONTROL"
1315,fix: duplicate variable names in different scopes,autowarefoundation/autoware.universe,MISSION_PLANNER_LANELET2,PLANNING,SNT,"MISSION_PLANNER, LOG_SYSTEM",MISSION_PLANNER,IO,"LV, MC","PPO, UIA",,"MODIFY_LANELET_COMPUTATION, ADJUST_MISSION_PLANNING"
1318,fix(lanelet2_extension): fix getCurrentLanelets(),autowarefoundation/autoware.universe,,MAP,ICL,"MAP_TOOLS, GEOGRAPHY",LANELET2_EXTENSION,LOGIC,IF,"SAR, DFC",,CHANGE_CONDITION_LOGIC
1320,fix(obstacle_avoidance_planner): edge case for path size is lower than nearest index + 1,autowarefoundation/autoware.universe,,PLANNING,MEM,"OBSTACLE_AVOIDANCE_PLANNER, AVOIDANCE_SCENARIO",OBSTACLE_AVOIDANCE_PLANNER,CRASHES,"LV, MC","PPO, EHR, DFC",,"MODIFY_AVOIDANCE_PROCESSING, FIX_MEMORY_ISSUE"
1327,fix(behavior_path_planner): fix intersection path is empty case,autowarefoundation/autoware.universe,,PLANNING,ICL,"PATH_PLANNING, INTERSECTION",BEHAVIOR_PATH_PLANNER,CRASHES,IF,"PPO, EHR",,"CHANGE_CONDITION_LOGIC, ADJUST_INTERSECTION_PROCESSING"
1332,fix(obstacle_cruise_planner): fix node dying,autowarefoundation/autoware.universe,OBSTACLE_CRUISE_PLANNER,PLANNING,MEM,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,CRASHES,"AS, MC, RT","PPO, EHR",,"ADJUST_OBSTACLE_CRUISE_PLANNER, FIX_MEMORY_ISSUE"
1338,fix(closest_velocity_checker): fix qos transient local,autowarefoundation/autoware.universe,,PLANNING,EXTER-API,"SCRIPT, MOTION_VELOCITY_SMOOTHER",MOTION_VELOCITY_SMOOTHER,"SVC, DGUI","MC, LV","PPO, DFC",,FIX_API_MISUSE
1343,"fix(obstacle_avoidance,obstacle_stop): null ptr check",autowarefoundation/autoware.universe,,PLANNING,ICL,"OBSTACLE_AVOIDANCE_PLANNER, AVOIDANCE_SCENARIO",OBSTACLE_AVOIDANCE_PLANNER,CRASHES,"AS, IF","PPO, EHR",,"MODIFY_AVOIDANCE_PROCESSING, CHANGE_CONDITION_LOGIC"
1345,docs(radar_fusion_to_detected_object): fix broken link and spell mistake,autowarefoundation/autoware.universe,,PERCEPTION,DOC,DOCUMENTATION,RADAR_FUSION_TO_DETECTED_OBJECT,DOC,DOC,DUC,FIX_TYPO,
1347,fix(behavior_path_planner): shift length path go over lane boundary,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ICL,"AVOIDANCE_SCENARIO, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,LOGIC,"LV, MC, IF, AS","PPO, DFC",,"CHANGE_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
1348,fix(map_based_prediction): fix search dist,autowarefoundation/autoware.universe,MAP_BASED_PREDICTION,PREDICTION,EXTER-API,MAP_BASED_PREDICTION,MAP_BASED_PREDICTION,TRAJ,"MC, AS","PAE, DFC",,"MODIFY_OBJECT_PREDICTION/PLANNING, FIX_API_MISUSE"
1353,fix(map_based_prediction): fix prediction logic for crosswalk user,autowarefoundation/autoware.universe,MAP_BASED_PREDICTION,PREDICTION,NUM,"MAP_BASED_PREDICTION, CROSSWALK",MAP_BASED_PREDICTION,LOGIC,"IF, LOOP, LV, MC","PAE, DFC",,"MODIFY_CROSSWALK_PROCESSING, MODIFY_OBJECT_PREDICTION/PLANNING"
1354,fix(ndt_scan_matcher): update timestamp of the return value of alignUsingMonteCarlo() service,autowarefoundation/autoware.universe,NDT_SCAN_MATCHER,LOCALIZATION,ASSI,NDT_SCAN_MATCHER,NDT_SCAN_MATCHER,IO,AS,"SAR, DFC",,"MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, UPDATE_DATA_VALUES/CALCULATION, ADJUST_MESSAGE/ADS_COMMUNICATION"
1355,fix(behavior_velociry_planner): change virtual wall color in slow down condition,autowarefoundation/autoware.universe,SCENE_CROSSWALK,PLANNING,MCC,"CROSSWALK, VISUALIZATION",BEHAVIOR_VELOCITY_PLANNER,DGUI,"IF, MC","PPO, UIA, DTI",,"ADD_CONDITION_LOGIC, CHANGE/ADD_GUI_PROPERTY/ELEMENTS, MODIFY_CROSSWALK_PROCESSING"
1356,fix(behavior_velocity_planner): fix intersection module behavior when there are multiple target_objects,autowarefoundation/autoware.universe,INTERSECTION_MODULE,PLANNING,ALG,INTERSECTION,BEHAVIOR_VELOCITY_PLANNER,OP,LOOP,"PPO, DFC, SME",,"ADJUST_INTERSECTION_PROCESSING, MODIFY_OBJECT_PREDICTION/PLANNING"
1361,fix(behavior_path_planner): change the condition of  updateRTCStatus() in avoidance module,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,ALG,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,OP,"LV, MC, IF, LOOP","PPO, SME",,"CHANGE_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING"
1370,fix(behavior_velocity_planner): lerp stop point z coordinate,autowarefoundation/autoware.universe,SCENE_CROSSWALK,PLANNING,ALG,"CROSSWALK, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,STOP,"LV, MC, AS","PPO, DFC",,"ADJUST_STOP/PARK_CONTROL, MODIFY_CROSSWALK_PROCESSING"
1387,fix(tier4_planning_rviz_plugin): fix initialize planning_rviz_plugin,autowarefoundation/autoware.universe,MAX_VELOCITY,UTILITIES & TOOLS,MCC,RVIZ_PLUGIN,TIER4_PLANNING_RVIZ_PLUGIN,DGUI,"MC, IF, RT, LV, AS","MII, UIA",,"ADD_CONDITION_LOGIC, CHANGE/ADD_GUI_PROPERTY/ELEMENTS"
1398,fix(obstacle_cruise_planner): publish empty stop reason,autowarefoundation/autoware.universe,PLANNER_INTERFACE,PLANNING,ALG,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,IO,"MC, MD, LV, RT","PPO, DFC, IC",,"ADJUST_OBSTACLE_CRUISE_PLANNER, ADJUST_MESSAGE/ADS_COMMUNICATION"
1400,fix(behavior_velocity_planner): crosswalk module always output stop distance,autowarefoundation/autoware.universe,SCENE_CROSSWALK,PLANNING,ALG,CROSSWALK,BEHAVIOR_VELOCITY_PLANNER,STOP,"IF, RT, LV, MC","PPO, DFC, SME",,"ADJUST_STOP/PARK_CONTROL, MODIFY_CROSSWALK_PROCESSING, CHANGE_DATA_PROCESSING"
1449,fix(behavior_velocity_planner): consider all lane_ids of path points,autowarefoundation/autoware.universe,,PLANNING,ALG,BEHAVIOR_VELOCITY_PLANNER,BEHAVIOR_VELOCITY_PLANNER,LAU,"AS, LOOP, SQ","PPO, DFC",,MOVE_STATEMENTS
1450,fix(tier4_control_launch): pass vehicle_info_param to trajectory_follower,autowarefoundation/autoware.universe,,CONTROL,DATA,SCRIPT,,LAU,AS,"CSA, DFC, EHR",,"UPDATE_DATA_VALUES/CALCULATION, OPTIMIZE_SCRIPT_TOOLS"
1455,fix(behavior_velocity_planner): fix distance for traffic light module,autowarefoundation/autoware.universe,TRAFFIC_LIGHT,PLANNING,EXTER-API,"TRAFFIC_LIGHT, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,TLP,MC,"PPO, DFC",,"ADJUST_TRAFFIC_SIGNAL_PROCESSING, FIX_API_MISUSE, UPDATE_DATA_VALUES/CALCULATION"
1461,fix(lanelet2_extension): make all polygons clockwise in ll2 visualization,autowarefoundation/autoware.universe,,MAP,ASSI,VISUALIZATION,LANELET2_EXTENSION,DGUI,SQ,"SAR, UIA",,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, MOVE_STATEMENTS"
1469,fix: better index guard,autowarefoundation/autoware.universe,SMOOTHER_BASE,PLANNING,MCC,MOTION_VELOCITY_SMOOTHER,MOTION_VELOCITY_SMOOTHER,CRASHES,"IF, RT","PPO, EHR",,"ADD_CONDITION_LOGIC, ADJUST_MOTION_VELOCITY_SMOOTHER"
1479,fix(behavior_path_planner): fix the calculation of prepare length,autowarefoundation/autoware.universe,LANE_CHANGE,PLANNING,EXTER-API,"LANE_CHANGE, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,LPN,"AS, MC","PPO, DFC",,"ADJUST_CHANGE_LANE_RULE, FIX_API_MISUSE"
1490,fix(obstacle_cruise_planner): add max obj length when collision check,autowarefoundation/autoware.universe,,PLANNING,ALG,OBSTACLE_CRUISE_PLANNER,OBSTACLE_CRUISE_PLANNER,OP,"MD, IF, MC, RT","PPO, DFC, SME",,"ENHANCE_SAFETY_FEATURES, ADJUST_OBSTACLE_CRUISE_PLANNER"
1503,fix(scan_ground_filter): fix segmentation fault,autowarefoundation/autoware.universe,SCAN_GROUND_FILTER_NODELET,PERCEPTION,MEM,GROUND_SEGMENTATION,GROUND_SEGMENTATION,CRASHES,MC,"EA, EHR",,"MODIFY_MAP_SEGMENTATION, FIX_MEMORY_ISSUE"
1504,fix(freespace_planning_algorithms): non-successive waypoints problem in hybrid A* algorithm,autowarefoundation/autoware.universe,ASTAR_SEARCH,PLANNING,ALG,FREESPACE_PLANNING_ALGORITHMS,FREESPACE_PLANNING_ALGORITHMS,TRAJ,"AS, IF","PPO, SME, DFC",,"ADJUST_ASTAR_PLANNER, MODIFY_FREESPACE_PLANNING"
1515,fix(obstacle_cruise_planner): add missing param,autowarefoundation/autoware.universe,,PLANNING,CONFIG,PARAMETER,OBSTACLE_CRUISE_PLANNER,OP,NV,"PPO, DFC",,
1516,fix(obstacle_cruise_planner): update doc name,autowarefoundation/autoware.universe,,PLANNING,DOC,DOCUMENTATION,OBSTACLE_CRUISE_PLANNER,DOC,DOC,DUC,,
1519,fix(behavior_path_planner): fix turn signal logic in intersection,autowarefoundation/autoware.universe,TURN_SIGNAL_DECIDER,PLANNING,ICL,"TURN_SIGNAL, INTERSECTION",BEHAVIOR_PATH_PLANNER,TURN,"IF, AS, RT","PPO, DFC",,"CHANGE_CONDITION_LOGIC, MODIFY_AV_TURNING_LOGIC, CHANGE_DECISION_MAKING_ALGORITHM"
1537,fix(vehicle_cmd_gate): fix double-published topic,autowarefoundation/autoware.universe,VEHICLE_CMD_GATE,CONTROL,EXTER-API,VEHICLE_CMD,VEHICLE_CMD_GATE,IO,MC,"CSA, DFC, CPR",,"FIX_API_MISUSE, ADJUST_VEHICLE/CONTROL_COMMAND, ADJUST_MESSAGE/ADS_COMMUNICATION"
1538,fix(simple_planning_simulator): fix timer type,autowarefoundation/autoware.universe,SIMPLE_PLANNING_SIMULATOR,SIMULATOR,EXTER-API,SIMULATOR,SIMPLE_PLANNING_SIMULATOR,STOP,"AS, MC","SPO, IC",,"ADJUST_STOP/PARK_CONTROL, FIX_API_MISUSE, RESCHEDULE_TIMER, MODIFY_SIMULATION_VISUALIZATION"
1539,fix(behavior_path_planner): fix turn singal,autowarefoundation/autoware.universe,TURN_SIGNAL_DECIDER,PLANNING,ICL,TURN_SIGNAL,BEHAVIOR_PATH_PLANNER,TURN,"IF, AS","PPO, DFC",,"CHANGE_CONDITION_LOGIC, MODIFY_AV_TURNING_LOGIC"
