pr_id,pr_title,pr_repo,ALG/FUNC,Module,RootCause,Semantic,SubComponent,Symptom,Syntactic,iSemantic,DIAction,DSAction
984,[hotfix] fix build error with OpenCV 3.3,autowarefoundation/autoware,,PERCEPTION,DEP,BUILD,DETECTION,BUILD,"LIB, IF","BCE, DU, MII",,
997,[Bugfix] feat_proj does not considered the possibility that the ID of the ADAS map does not start with 1,autowarefoundation/autoware,FEAT_PROJ,PERCEPTION,ALG,"TRAFFIC_SIGNAL, ROAD_WIZARD",DETECTION,CRASHES,"LOOP, LV, AS","EA, DFC",,"ADJUST_MAP_SEARCHING, MODIFY_OBJECT_DETECTION, ADJUST_TRAFFIC_SIGNAL_PROCESSING"
998,[Bugfix]  fix previous_gnss_pose does not set when first initial pose,autowarefoundation/autoware,NDT_MATCHING,PERCEPTION,ALG,NDT,NDT_LOCALIZER,LOGIC,"IF, LV","EA, LA",,"MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, CHANGE_LOCALIZATION_INITIALIZATION"
1135,Suppress compile error,autowarefoundation/autoware,DECISION_MAKER,PLANNING,DEP,LIBRARY,DECISION,BUILD,LIB,"DU, BCE, EHR",,"CHANGE/ADD/DELETE_LIB_IMPORTING, CHANGE_DECISION_MAKING_ALGORITHM"
1149,[fix] Added missing Qt5Core dependency for PCL in autoware_calibration package,autowarefoundation/autoware,CAMERA_CALIBRATOR,SENSING,CONFIG,DEP,FUSION,"BUILD, CAM",MC,"SDI, DU",,
1183,fix obstacle dtection in velocity set,autowarefoundation/autoware,VELOCITY_SET,PLANNING,CONC,"VELOCITY_CONTROL, OBSTACLE_WAYPOINT",MOTION,SVC,MC,"PPO, CC",,"MODIFY_OBJECT_DETECTION, ADJUST_MOTION_CONTROL, ADJUST_VELOCITY/SPEED_CONTROL, FIX_MEMORY_ISSUE, ADJUST_STOP/PARK_CONTROL"
1189,Fix the error that causes new allocated voxel grid corrupted.,autowarefoundation/autoware,NDT_LOCALIZER,PERCEPTION,MEM,NDT,NDT_LOCALIZER,LOGIC,"AS, MC","RMI, EA",,"MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, CHANGE/ADD_GUI_PROPERTY/ELEMENTS, FIX_MEMORY_ISSUE"
1204,fix RuntimeManager on lxterminal #1203,autowarefoundation/autoware,,SYSTEM,ALG,SCRIPT,,LAU,"IF, SQ","LA, MII",,
1216,quick fix to solve the missing light_color_managed message,autowarefoundation/autoware,DECISION_MAKER,PLANNING,ALG,"DECISION_MAKER, TRAFFIC_SIGNAL",DECISION,"IO, TLP",LOOP,"PPO, ADMI",,"CHANGE_DECISION_MAKING_ALGORITHM, ADJUST_TRAFFIC_SIGNAL_PROCESSING, ADJUST_MESSAGE/ADS_COMMUNICATION"
1376,[bugfix] Static tf broadcaster in ndt_mapping,autowarefoundation/autoware,NDT_MAPPING,PERCEPTION,DATA,"LIDAR, NDT",LIDAR_LOCALIZER,LOC,LV,"SDI, EA",,"ADD/DELETE/MODIFY_VARIABLE/PARAMETER_DECLARATION, MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, REPAIR_LIDAR_INTEGRATION_ISSUES, ADJUST_MESSAGE/ADS_COMMUNICATION"
1403,[fix] update dpkg to 1.17.5ubuntu5.8,autowarefoundation/autoware,,BUILD,DEP,"DEP, VERSIONING",,BUILD,MC,"DU, BCE",,
1436,[Fix ]bug in computing yaml,autowarefoundation/autoware,,UTILITIES & TOOLS,CONFIG,PARAMETER,RUNTIME_MANAGER,BUILD,NV,"CEM, BCE",,
1437,[Fix] Update README.md of vision_darknet_detect,autowarefoundation/autoware,,PERCEPTION,DOC,DOCUMENTATION,DETECTION/VISION_DETECTOR,DOC,DOC,DUC,,
1440,[Fix] add_dependencies into lidar_fake_perception,autowarefoundation/autoware,,PERCEPTION,DEP,DEP,DETECTION/LIDAR_DETECTOR,BUILD,MC,"DU, SDI, BCE, EA",,
1472,fix transformation from localizer to base_link in ndt_mapping,autowarefoundation/autoware,NDT_MAPPING,PERCEPTION,NUM,LIDAR,LIDAR_LOCALIZER,LOGIC,AS,"SDI, EA",,"REPAIR_LIDAR_INTEGRATION_ISSUES, MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, CHANGE_LOCALIZATION_INITIALIZATION"
1581,Fix/intrinsic calibration gui aa,autowarefoundation/autoware,CAMERA_CALIBRATOR,SENSING,ALG,CAMERA_CALIBRATION,FUSION,"CRASHES, CAM",IF,SDI,,"REPAIR_LIDAR_INTEGRATION_ISSUES, ADJUST_CAMERA, MODIFY_FUSION_ALGORITHM, CHANGE/ADD_GUI_PROPERTY/ELEMENTS"
1608,[fix] Darknet compilation on GPU Indigo envs,autowarefoundation/autoware,VISION_DARKNET_DETECT,PERCEPTION,DEP,LIBRARY,DETECTION/VISION_DETECTOR,BUILD,LIB,"SDI, EA",,"FIX_COMPILATION_ISSUE, CHANGE/ADD/DELETE_LIB_IMPORTING"
1620,[fix] bash script for catkin_make_release,autowarefoundation/autoware,,SYSTEM,CONFIG,"DEP, BUILD",,BUILD,"LV, MC","DU, BCE, CEM",,
1680,Fix CVE-2018-1000656,autowarefoundation/autoware,,UTILITIES & TOOLS,DEP,"VERSIONING, SECURITY_UPDATE",LOG_TOOLS,SS,NV,SS,,
1681,[hotfix] include <random> in lidar_naive_l_shape_detect,autowarefoundation/autoware,,PERCEPTION,DEP,LIBRARY,DETECTION/LIDAR_DETECTOR,BUILD,LIB,"SDI, EA",,"REPAIR_LIDAR_INTEGRATION_ISSUES, CHANGE/ADD/DELETE_LIB_IMPORTING, MODIFY_OBJECT_DETECTION"
1687,[Fix] Milee urdf origin and scale,autowarefoundation/autoware,,SYSTEM,CONFIG,"GUI_VEHICLE, PARAMETER",,DGUI,NV,"UIA, CEM, MII",,
1699,fix emergency bug,autowarefoundation/autoware,ALG:TWIST_GATE,PLANNING,ALG,WAYPOINT_FOLLOWER,MOTION,STOP,"IF, SQ",PPO,,"MODIFY_EMERGENCY_MODE, ADJUST_MOTION_CONTROL, MODIFY_TRAJECTORY_FOLLOWER, MODIFY_TWIST_GATE_ALGORITHM, MOVE_STATEMENTS"
1703,Fix error in Amathutils.cpp ,autowarefoundation/autoware,FUNC:GET_NEAR_POINT_ON_LINE,UTILITIES & TOOLS,NUM,DISTANCE_COMPUTATION,,LOGIC,AS,LA,,UPDATE_DATA_VALUES/CALCULATION
1706,Fixed wrong assignement of message type to package,autowarefoundation/autoware,,DOCUMENTATION,CONFIG,PARAMETER,,LAU,NV,CEM,,UPDATE_DATA_VALUES/CALCULATION
1775,Fix deceleration value bug in following state,autowarefoundation/autoware,DECISION_MAKER,PLANNING,ICL,"DECISION_MAKER, OPEN_PLANNER",OPEN_PLANNER,SVC,IF,"ADMI, PPO",,"FIX_DECELERATION_BUG, CHANGE_CONDITION_LOGIC, MODIFY_OPEN_PLANNER, CHANGE_DECISION_MAKING_ALGORITHM, ADJUST_STOP/PARK_CONTROL"
1780,[Fix] Add grid_map_vizualization to run_depend,autowarefoundation/autoware,,PERCEPTION,CONFIG,DEP,OBJECT_MAP,BUILD,NV,"DU, CEM, SDI, EA",,
1817,[Fix] rosbag split size in runtime manager,autowarefoundation/autoware,RUNTIME_MANAGER,UTILITIES & TOOLS,NUM,SCRIPT,RUNTIME_MANAGER,LOGIC,"MC, RT",LA,,"MODIFY_RECORD_PROCESSING/PLAY_ERROR, MODIFY_RUNTIME_MANAGER, OPTIMIZE_SCRIPT_TOOLS, UPDATE_DATA_VALUES/CALCULATION"
1851,[Fix] Link error at docker build,autowarefoundation/autoware,,DOCKER,CONFIG,"DEP, DOCKER",,BUILD,MC,"BCE, CEM",,
1858,Fix link error at docker build (#1849),autowarefoundation/autoware,,DOCKER,CONFIG,"DEP, DOCKER",,BUILD,MC,"CEM, BCE",,
1921,[Fix] industrial_ci failure in feature/rebuild_decision_maker,autowarefoundation/autoware,,PLANNING,CONFIG,BUILD,DECISION,BUILD,LOOP,"BCE, ADMI",,
1956,Fix/autoware health checker,autowarefoundation/autoware,,SYSTEM,CONFIG,"DEP, BUILD, CI_PIPELINE",AUTOWARE_HEALTH_CHECKER,OT,MC,"DU, BCE, CEM, MII",,
2000,Fix/colcon build,autowarefoundation/autoware,,PERCEPTION,CONFIG,BUILD,DETECTION/VISION_DETECTOR,BUILD,MC,"BCE, SDI, CEM",,
2089,[fix melodic] Add missing numeric header on lidar_detector,autowarefoundation/autoware,,PERCEPTION,DEP,LIBRARY,DETECTION/LIDAR_DETECTOR,BUILD,LIB,"DU, BCE",,"REPAIR_LIDAR_INTEGRATION_ISSUES, CHANGE/ADD/DELETE_LIB_IMPORTING"
2142,Change RTM default topic to match UKF node launch file,autowarefoundation/autoware,,UTILITIES & TOOLS,CONFIG,PARAMETER,RUNTIME_MANAGER,DGUI,NV,CEM,,
2219,fix install directive for waypoint extractor,autowarefoundation/autoware,,PLANNING,CONFIG,"PARAMETER, WAYPOINT_MAKER, BUILD",MOTION,IO,MC,"PPO, CEM, BCE",,
2266,Fix param type of deceleration_range,autowarefoundation/autoware,,UTILITIES & TOOLS,CONFIG,"PARAMETER, TYPE_CONVERSION",RUNTIME_MANAGER,UN,NV,"CEM, DFC",,
2268,Fix gazebo not found in colcon_release_cross,autowarefoundation/autoware,,INFRASTRUCTURE,DEP,VERSIONING,,BUILD,NV,"BCE, MII",,
2269,Updating citysim ref to pull in CMake fix.,autowarefoundation/autoware,,SIMULATOR,CONFIG,BUILD,GAZEBO_SIMULATOR,BUILD,MC,"BCE, SPO, CEM",,
2272,Fix segmentation fault at velocity_set or unintended planning by asynchronous base_waypoints and closest_waypoint,autowarefoundation/autoware,VELOCITY_SET,PLANNING,ICL,WAYPOINT_PLANNER,MOTION,SVC,IF,PPO,,"CHANGE_PLANNING_TRAJECTORY_SEGMENTATION, FIX_EMPTY_WAYPOINTS, CHANGE_CONDITION_LOGIC, ADJUST_MOTION_CONTROL, ADJUST_VELOCITY/SPEED_CONTROL, MODIFY_WAYPOINT_PLANNER"
2409,docs: fix links to autoware.ai wiki,autowarefoundation/autoware,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
2728,fix(docker): remove all CUDA apt repositories not to cause errors during apt update,autowarefoundation/autoware,,DOCKER,CONFIG,"BUILD, DOCKER",,BUILD,MC,"BCE, CEM",,
2732,docs: add note to use rocker without the CUDA environment error,autowarefoundation/autoware,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
2736,fix(docker): register Vulkan GPU vendors,autowarefoundation/autoware,,DOCKER,CONFIG,"DOCKER, DEP",,BUILD,MC,"DU, BCE, CEM",,
2810,fix: remove bin and samples to keep backward compatibility,autowarefoundation/autoware,,BUILD,DEP,"DEP, PARAMETER",,BUILD,NV,"DU, BCE, CEM",,
2823,chore(.clang-tidy): fix settings of readability-identifier-naming,autowarefoundation/autoware,,SYSTEM,SNT,PARAMETER,,BUILD,NV,"BCE, CEM, MII",,
2928,fix(setup): fix pipx check,autowarefoundation/autoware,,SYSTEM,ICL,"BUILD, PARAMETER",,LAU,IF,"BCE, CEM, MII",,
2986,docs(ansible/cuda): fix outdated cuda version in README,autowarefoundation/autoware,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
3105,fix(.webauto-ci): update Webauto CI for humble,autowarefoundation/autoware,,SYSTEM,CONFIG,"CI_PIPELINE, PARAMETER",,BUILD,NV,"BCE, CEM, MII",,
3239,fix(docker): replace ADD by RUN curl,autowarefoundation/autoware,,DOCKER,CONFIG,DOCKER,,BUILD,MC,"BCE, CEM",,
3241,fix(docker): force docker image building without cache,autowarefoundation/autoware,,DOCKER,CONFIG,"DOCKER, PARAMETER",,BUILD,MC,"BCE, CEM",,
3290,fix(setup): install pip in the setup script,autowarefoundation/autoware,,SYSTEM,DEP,DEP,,BUILD,"IF, SQ","DU, BCE, MII",,
3303,fix(docker):  avoid empty string in bake's arguments when `targets` not specified,autowarefoundation/autoware,,DOCKER,ASSI,DOCKER,,BUILD,AS,"DU, BCE",,
3327,fix(docker/build.sh): args prebuilt_base_image,autowarefoundation/autoware,,DOCKER,CONFIG,"PARAMETER, DOCKER",,BUILD,LV,"DU, CEM, BCE",,
3350,fix(docker): broken OpenGL with old mesa libs,autowarefoundation/autoware,DOWNLOAD_DEPENDENCY,DOCKER,DEP,DEP,,DGUI,MC,DU,,
3562,fix(README): update info for Autoware.AI,autowarefoundation/autoware,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
3593,build: backport fix for behavior_path_planner for release/2023.05,autowarefoundation/autoware,,BUILD,DEP,"DEP, VERSIONING",,BUILD,NV,"DU, BCE",,
3848,fix: add updated artifacts for tensorrt_yolox,autowarefoundation/autoware,,BUILD,CONFIG,DEP,,BUILD,NV,"DU, BCE, CEM",,
3866,fix: update all downloaded files with their SHA256 checksum (2),autowarefoundation/autoware,,BUILD,CONFIG,DEP,,BUILD,NV,"DU, CEM, BCE",,
128,fix: shift decider README (#750),autowarefoundation/autoware.universe,,CONTROL,DOC,DOCUMENTATION,SHIFT_DECIDER,DOC,DOC,DUC,,
132,fix: fix pedestrian shape (#760),autowarefoundation/autoware.universe,PEDESTRIAN_TRACKER,PERCEPTION,MCC,"OBSTACLE_MODEL, OBJECT_TRACKER",MULTI_OBJECT_TRACKER,OP,"IF, AS","EA, SME, DFC",,"ADD_CONDITION_LOGIC, MODIFY_OBJECT_DETECTION"
137,fix: use transient_local (#763),autowarefoundation/autoware.universe,LANE_DEPARTURE_CHECKER,CONTROL,EXTER-API,LANE_DEPARTURE_CHECKER,LANE_DEPARTURE_CHECKER,LPN,"AS, MC","CSA, DFC",,"ADJUST_MESSAGE/ADS_COMMUNICATION, ADD_MAP/LANE_CHECKING"
147,test(behavior_velocity_planner): fix gtest error,autowarefoundation/autoware.universe,TEST_STATE_MACHINE,PLANNING,ALG,TEST_RELATED,BEHAVIOR_VELOCITY_PLANNER,LOGIC,"LIB, LV, IF, MC","PPO, DTI",,"CHANGE/ADD/DELETE_LIB_IMPORTING, MODIFY_TEST_CASE/UTILS/MANAGER"
151,fix: fix isInLanelet (#770),autowarefoundation/autoware.universe,,MAP,ICL,"GEOGRAPHY, MAP_TOOLS",LANELET2_EXTENSION,LOGIC,"IF, LV","SAR, SME, DFC",,"MODIFY_LANELET_COMPUTATION, CHANGE_CONDITION_LOGIC"
152,fix: fix angle diff calculation of mission_planner (#772),autowarefoundation/autoware.universe,,MAP,ALG,MISSION_PLANNER,LANELET2_EXTENSION,TRAJ,"IF, MC, AS","SAR, DFC",,"MODIFY_LANELET_COMPUTATION, ADJUST_MISSION_PLANNING"
156,fix: fix test of behavior_velocity_panner,autowarefoundation/autoware.universe,TEST_STATE_MACHINE,PLANNING,EXTER-API,TEST_RELATED,BEHAVIOR_VELOCITY_PLANNER,LOGIC,MC,"PPO, DTI",,"MODIFY_TEST_CASE/UTILS/MANAGER, FIX_API_MISUSE"
178,fix: fix curve deceleration (#777),autowarefoundation/autoware.universe,,PLANNING,SNT,"SPEED_PLANNING, MOTION_VELOCITY_SMOOTHER",MOTION_VELOCITY_SMOOTHER,SVC,AS,"PPO, DFC",,"ADJUST_VELOCITY/SPEED_CONTROL, ADJUST_MOTION_VELOCITY_SMOOTHER"
179,fix: update simple planning simulator param file,autowarefoundation/autoware.universe,,SIMULATOR,CONFIG,PARAMETER,SIMPLE_PLANNING_SIMULATOR,LAU,NV,"PPO, CEM, SPO",,
202,fix: build repends,autowarefoundation/autoware.universe,,BUILD,CONFIG,"PARAMETER, BUILD",,BUILD,NV,"MII, CEM, BCE",,
203,fix(repos): fix repos,autowarefoundation/autoware.universe,,BUILD,CONFIG,"PARAMETER, DEP, BUILD",,BUILD,NV,"MII, BCE, ADMI",,
205,fix: ignore roll and pitch for creating drivable_area,autowarefoundation/autoware.universe,,PLANNING,ASSI,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,TRAJ,"AS, MC","PPO, SME",,ADJUST_DRIVABLE_AREA
206,fix: fix goal index search in setgoal function,autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,LPN,"AS, IF, MC, LV, RT, LOOP, MD","PPO, DFC, SME",,ADJUST_MAP_SEARCHING
218,fix: interpolation (#791),autowarefoundation/autoware.universe,PATH_UTILIZATION,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_VELOCITY_PLANNER,TRAJ,"AS, IF, MC, LV, LOOP","PPO, DFC, SME",,ADJUST_VELOCITY/SPEED_CONTROL
220,fix(pose2twist): order to create callback,autowarefoundation/autoware.universe,POSE2TWIST,LOCALIZATION,INTER-API,POSE2TWIST,POSE2TWIST,LOC,SQ,"SAR, DFC",,"ADJUST_MESSAGE/ADS_COMMUNICATION, FIX_API_MISUSE"
225,fix: calibration rviz plugin library path,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,CONFIG,"RVIZ_PLUGIN, CALIBRATION",TIER4_CALIBRATION_RVIZ_PLUGIN,DGUI,NV,"MII, UIA, CEM",,
230,fix(behavior_path_planner): fix/frenet coordinate 3d,autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,TRAJ,"IF, RT, LV, LOOP, MC","PPO, DFC",,MODIFY_COORDINATES_RELATED_ISSUES
242,fix(dummy_perception): fix ns and topic,autowarefoundation/autoware.universe,,SIMULATOR,CONFIG,PARAMETER,DUMMY_PERCEPTION_PUBLISHER,LAU,NV,"SPO, CEM, CPR",,
246,fix(behavior_path_planner): fix right expansion direction of lanelet,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,NUM,AVOIDANCE_SCENARIO,BEHAVIOR_PATH_PLANNER,OP,MC,"PPO, DFC",,"MODIFY_LANELET_COMPUTATION, MODIFY_AVOIDANCE_PROCESSING, UPDATE_DATA_VALUES/CALCULATION"
251,"fix(behavior_path_planner): add transformation to polygon, obj frame to map frame",autowarefoundation/autoware.universe,,PLANNING,ALG,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,OP,"MC, LV","PPO, DFC",,MODIFY_OBJECT_PREDICTION/PLANNING
253,fix: ring outlier filter bug,autowarefoundation/autoware.universe,OUTLIER_FILTER,SENSING,ALG,POINTCLOUD_PREPROCESSOR,POINTCLOUD_PREPROCESSOR,OP,"AS, LOOP, LV, MC","SDI, DFC, SME",,MODIFY_POINTCLOUD_PROCESSING
264,fix(lanelet2_extension): fix getAngleDifference,autowarefoundation/autoware.universe,,MAP,NUM,MAP_TOOLS,LANELET2_EXTENSION,TRAJ,"MC, MD, AS","SAR, DFC",,MODIFY_LANELET_COMPUTATION
274,fix(vehicle_cmd_gate): fix topic name,autowarefoundation/autoware.universe,VEHICLE_CMD_GATE,CONTROL,INTER-API,VEHICLE_CMD,VEHICLE_CMD_GATE,IO,"AS, MC","CSA, DFC",,"ADJUST_VEHICLE/CONTROL_COMMAND, FIX_API_MISUSE"
277,fix: typo in localization util.launch.py,autowarefoundation/autoware.universe,,LOCALIZATION,SNT,"SCRIPT, TYPO_CORRECTING",,LAU,MC,"SAR, DFC",,"MODIFY_SYNTAX_ERROR, OPTIMIZE_SCRIPT_TOOLS"
278,fix: particle distribution of initial pose estimatation,autowarefoundation/autoware.universe,,LOCALIZATION,EXTER-API,"NDT_SCAN_MATCHER, LOCALIZATION",NDT_SCAN_MATCHER,LOC,MC,"SAR, DFC",,"MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, FIX_API_MISUSE"
280,fix(behavior_velocity_planner): fix inversion of object orientation i…,autowarefoundation/autoware.universe,SCENE_INTERSECTION,PLANNING,NUM,"INTERSECTION, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,OP,MC,"PPO, DFC",,"ADJUST_INTERSECTION_PROCESSING, UPDATE_DATA_VALUES/CALCULATION"
298,fix(euclidean cluster): suppress warnings ,autowarefoundation/autoware.universe,,PERCEPTION,DEP,BUILD,EUCLIDEAN_CLUSTER,BUILD,NV,"EA, CEM, EHR",,
305,fix(behavior_velocity_planner): fix detection_area findForwardOffsetSegment,autowarefoundation/autoware.universe,DETECTION_AREA,PLANNING,NUM,"DETECTION_AREA, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,TRAJ,"AS, LV, RT","PPO, DFC",,"RECOMPUTE_VELOCITY_PLANNER_DETECTION_AREA, UPDATE_DATA_VALUES/CALCULATION"
317,fix(vehicle_cmd_gate): add timestamp,autowarefoundation/autoware.universe,VEHICLE_CMD_GATE,CONTROL,ASSI,VEHICLE_CMD,VEHICLE_CMD_GATE,IO,"MC, AS","CSA, SME",,ADJUST_VEHICLE/CONTROL_COMMAND
318,fix(web controller): remove rosbridge launch from web_controller launch file,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,CONFIG,PARAMETER,WEB_CONTROLLER,LAU,NV,"MII, CEM",,
321,fix(turn_signal_decider): fix getintersectionturnsignal of turn_signal_decider,autowarefoundation/autoware.universe,TURN_SIGNAL_DECIDER,PLANNING,ICL,"TURN_SIGNAL, INTERSECTION",BEHAVIOR_PATH_PLANNER,"TURN, LOGIC","IF, LOOP","PPO, DFC",,"MODIFY_AV_TURNING_LOGIC, CHANGE_CONDITION_LOGIC, CHANGE_DECISION_MAKING_ALGORITHM"
340,fix: fix external velocity in smoother,autowarefoundation/autoware.universe,MOTION_VELOCITY_SMOOTHER,PLANNING,ICL,MOTION_VELOCITY_SMOOTHER,MOTION_VELOCITY_SMOOTHER,"SVC, STOP","IF, MC","PPO, DFC",,"ADJUST_STOP/PARK_CONTROL, CHANGE_CONDITION_LOGIC, ADJUST_VELOCITY/SPEED_CONTROL, ADJUST_MOTION_VELOCITY_SMOOTHER"
365,fix(behavior_path_planner): crash when drivable area expanding,autowarefoundation/autoware.universe,AVOIDANCE,PLANNING,MCC,"AVOIDANCE_SCENARIO, PATH_PLANNING",BEHAVIOR_PATH_PLANNER,CRASHES,"IF, LOOP, AS, MC","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, MODIFY_AVOIDANCE_PROCESSING, ADJUST_DRIVABLE_AREA"
393,fix(motion_velocity_smoother): fix bug in merge filter,autowarefoundation/autoware.universe,JERK_FILTERED_SMOOTHER,PLANNING,ALG,MOTION_VELOCITY_SMOOTHER,MOTION_VELOCITY_SMOOTHER,SVC,"IF, LOOP, AS","PPO, DFC",,"ADJUST_VELOCITY/SPEED_CONTROL, ADJUST_MOTION_VELOCITY_SMOOTHER"
410,fix(accel_brake_map_calibrator): fix parameter file,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,CONFIG,PARAMETER,ACCEL_BRAKE_MAP_CALIBRATOR,BUILD,NV,"MII, CEM",,
434,fix(behavior_path_planner): fix utility function,autowarefoundation/autoware.universe,,PLANNING,NUM,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,LOGIC,AS,"PPO, DFC",,UPDATE_DATA_VALUES/CALCULATION
439,fix(tier4_vehicle_launch): refer to launch packages to find vehicle_interface.launch.xml,autowarefoundation/autoware.universe,,UTILITIES & TOOLS,CONFIG,PARAMETER,,LAU,NV,"MII, CEM, BCE, IC",,
451,fix(behavior_path_planner): overwrite goal lane id when pull over function is on,autowarefoundation/autoware.universe,BEHAVIOR_PATH_PLANNER,PLANNING,ASSI,"PATH_PLANNING, PARKING_CONTROL",BEHAVIOR_PATH_PLANNER,STOP,"AS, MC, SQ","PPO, SME, DFC",,"ADJUST_STOP/PARK_CONTROL, MOVE_STATEMENTS"
474,fix(behavior_path_planner): fix reservation of predicted path,autowarefoundation/autoware.universe,,PLANNING,EXTER-API,PATH_PLANNING,BEHAVIOR_PATH_PLANNER,TRAJ,MC,"PPO, SME",,"MODIFY_OBJECT_PREDICTION/PLANNING, FIX_API_MISUSE"
487,fix: use hazard in auto command when emergency_handling is false,autowarefoundation/autoware.universe,VEHICLE_CMD_GATE,CONTROL,SNT,VEHICLE_CMD,VEHICLE_CMD_GATE,SS,AS,"CSA, DFC, SPE",,"ADJUST_VEHICLE/CONTROL_COMMAND, FIX_API_MISUSE"
525,fix(behavior_velocity_planner): lower stop decision velocity,autowarefoundation/autoware.universe,,PLANNING,DATA,"VELOCITY_CONTROL, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,"STOP, SVC",AS,"PPO, SME",,"ADJUST_STOP/PARK_CONTROL, ADJUST_VELOCITY/SPEED_CONTROL, UPDATE_DATA_VALUES/CALCULATION"
526,fix(behavior_velocity): add traffic light stop point insert,autowarefoundation/autoware.universe,TRAFFIC_LIGHT,PLANNING,SNT,"TRAFFIC_LIGHT_DETECTION, TRAFFIC_LIGHT, TRAFFIC_SIGNAL",BEHAVIOR_VELOCITY_PLANNER,"TLP, STOP","AS, LV, MC","PPO, DFC, SME",,"ADJUST_TRAFFIC_SIGNAL_PROCESSING, ADJUST_STOP/PARK_CONTROL, CHANGE_DATA_TYPE"
530,fix(vehicle_cmd_gate): add missing time stamp,autowarefoundation/autoware.universe,VEHICLE_CMD_GATE,CONTROL,DATA,VEHICLE_CMD,VEHICLE_CMD_GATE,"SS, STOP","AS, LV","CSA, DFC, SPE",,"ADJUST_VEHICLE/CONTROL_COMMAND, UPDATE_DATA_VALUES/CALCULATION"
542,fix(planning_errror_monitor): ignore invalid calculation in curvature validation,autowarefoundation/autoware.universe,PLANNING_ERROR_MONITOR,HMI,MCC,PLANNING_ERROR_MONITOR,PLANNING_ERROR_MONITOR,TRAJ,"IF, RT, LV, MD, LOOP","PPO, EHR, DFC",,"ADD_CONDITION_LOGIC, ADJUST_SYSTEM_MONITOR"
547,fix(map_based_prediction): use autoware utils,autowarefoundation/autoware.universe,MAP_BASED_PREDICTION,PREDICTION,INTER-API,MAP_BASED_PREDICTION,MAP_BASED_PREDICTION,OP,"MC, RT, LV","PAE, DFC",,MODIFY_OBJECT_PREDICTION/PLANNING
571,fix(tier4_perception_rviz_plugin): fix dummy pedestrian shape,autowarefoundation/autoware.universe,,PERCEPTION,DATA,"RVIZ_PLUGIN, VISUALIZATION",,DGUI,AS,"EA, UIA",,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, MODIFY_SIMULATION_VISUALIZATION, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, UPDATE_DATA_VALUES/CALCULATION"
588,fix(dummy_perception_publisher): modified objects also use baselink z-position,autowarefoundation/autoware.universe,,SIMULATOR,ALG,"ADS_COMMUNICATION, TEST_RELATED",DUMMY_PERCEPTION_PUBLISHER,IO,"TRY, RT, AS, MC, LV","SPO, LA, CPR",,"ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, ADJUST_MESSAGE/ADS_COMMUNICATION"
590,fix(behavior_velocity): clear values before adding partition,autowarefoundation/autoware.universe,,PLANNING,MEM,"DISTANCE_COMPUTATION, BEHAVIOR_VELOCITY_PLANNER",BEHAVIOR_VELOCITY_PLANNER,LOGIC,MC,"PPO, SME",,"ADJUST_VELOCITY/SPEED_CONTROL, FIX_MEMORY_ISSUE"
615,fix(behavior_velocity): add check of common acceleration,autowarefoundation/autoware.universe,,PLANNING,MCC,"PATH_PLANNING, MOTION_VELOCITY_SMOOTHER",BEHAVIOR_VELOCITY_PLANNER,SVC,"IF, RT","PPO, SME",,"CHANGE_ACCELERATION_PROPERTY, ADD_CONDITION_LOGIC, ADJUST_VELOCITY/SPEED_CONTROL"
